"lob","benchmark_type","category","mcg","prcnt_bnmrk","prcnt_actul","label_bnmrk","label_actul"
"com","west north central","thor","m-350",0.01,0,"0.01%","0%"
"com","well managed","gi","m-555",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","gs","s-862",0.01,0,"0.01%","0%"
"com","west south central","ort","s-500",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","ped","p-320",0,0,"0%","0%"
"com","moderately managed","ort","s-1220",0,0,"0%","0%"
"com","moderately managed","gs","s-185",0.01,0,"0.01%","0%"
"com","others","uro","s-872",0,0.02,"0%","0.02%"
"com","moderately managed","ns","s-410",0.01,0.02,"0.01%","0.02%"
"com","pacific","bh","b-028-ip",0.01,0.01,"0.01%","0.01%"
"com","well managed","ort","s-100",0,0.01,"0%","0.01%"
"com","moderately managed","gs","s-x30",0,0,"0%","0%"
"com","east south central","ort","s-710",0.01,0.01,"0.01%","0.01%"
"com","middle atlantic","thor","m-545",0,0.01,"0%","0.01%"
"com","middle atlantic","ort","s-810",0.01,0,"0.01%","0%"
"com","weighted national","ped","p-87",0.01,0,"0.01%","0%"
"com","weighted national","thor","s-802",0,0.01,"0%","0.01%"
"com","moderately managed","neo","p-15",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","ped","p-207",0,0,"0%","0%"
"com","well managed","ped","p-390",0.01,0.01,"0.01%","0.01%"
"com","east north central","bh","b-027-ip",0,0,"0%","0%"
"com","weighted national","gs","s-371",0.01,0.02,"0.01%","0.02%"
"com","well managed","ped","p-380",0,0,"0%","0%"
"com","west south central","ort","s-1012",0.01,0,"0.01%","0%"
"com","new england","hema","m-35",0.01,0,"0.01%","0%"
"com","mountain","ped","p-1305",0,0,"0%","0%"
"com","south atlantic","thor","s-868",0,0,"0%","0%"
"com","south atlantic","ns","s-1040",0,0,"0%","0%"
"com","south atlantic","ort","s-260",0,0,"0%","0%"
"com","well managed","bh","b-009-ip",0,0,"0%","0%"
"com","weighted national","ped","p-60",0.01,0.02,"0.01%","0.02%"
"com","well managed","ped","p-1015",0,0,"0%","0%"
"com","pacific","neuro","m-580",0.01,0.02,"0.01%","0.02%"
"com","middle atlantic","gs","s-371",0.01,0.02,"0.01%","0.02%"
"com","mountain","neuro","m-327",0.02,0.01,"0.02%","0.01%"
"com","well managed","ort","s-1230",0,0,"0%","0%"
"com","loosely managed","ped","p-150",0.01,0.01,"0.01%","0.01%"
"com","pacific","bh","b-030-ip",0,0,"0%","0%"
"com","loosely managed","thor","s-868",0,0,"0%","0%"
"com","west south central","bh","b-015-ip",0.18,0.32,"0.18%","0.32%"
"com","west north central","cv","s-282",0,0,"0%","0%"
"com","mountain","ns","s-400",0,0,"0%","0%"
"com","west north central","ort","s-1045",0,0,"0%","0%"
"com","middle atlantic","gs","s-440",0,0,"0%","0%"
"com","weighted national","ort","s-565",0,0,"0%","0%"
"com","new england","neo","p-15",0.01,0.01,"0.01%","0.01%"
"com","pacific","cv","s-282",0,0,"0%","0%"
"com","west south central","hns","s-780",0,0,"0%","0%"
"com","west north central","neuro","m-580",0.01,0.02,"0.01%","0.02%"
"com","middle atlantic","neuro","m-327",0.02,0.01,"0.02%","0.01%"
"com","new england","ped","p-414",0,0,"0%","0%"
"com","well managed","card","m-505",0.03,0.02,"0.03%","0.02%"
"com","others","neuro","m-185",0.04,0.02,"0.04%","0.02%"
"com","others","neo","p-340",0,0,"0%","0%"
"com","east north central","gi","m-05",0.01,0.01,"0.01%","0.01%"
"com","west north central","bh","bg-bhg",0.01,0.01,"0.01%","0.01%"
"com","west south central","unclx","a-apc",0,0,"0%","0%"
"com","well managed","ob","m-195",0,0,"0%","0%"
"com","west north central","ped","p-207",0,0,"0%","0%"
"com","pacific","neph","m-326",0.03,0.02,"0.03%","0.02%"
"com","loosely managed","ped","p-330",0.01,0.02,"0.01%","0.02%"
"com","well managed","ort","s-565",0,0,"0%","0%"
"com","middle atlantic","ped","p-80",0.02,0.02,"0.02%","0.02%"
"com","weighted national","ped","p-220",0,0,"0%","0%"
"com","east north central","endo","s-1090",0,0.01,"0%","0.01%"
"com","well managed","bh","b-007-ip",0,0,"0%","0%"
"com","mountain","ped","p-580",0,0.01,"0%","0.01%"
"com","east south central","ped","p-52",0,0,"0%","0%"
"com","middle atlantic","hns","sg-hns",0.03,0.03,"0.03%","0.03%"
"com","pacific","gs","s-180",0,0,"0%","0%"
"com","well managed","gs","s-370",0,0,"0%","0%"
"com","loosely managed","uro","mg-ud",0.02,0.03,"0.02%","0.03%"
"com","east north central","ped","p-80",0.02,0.02,"0.02%","0.02%"
"com","west south central","ns","s-640",0,0.01,"0%","0.01%"
"com","others","uro","s-x23",0,0,"0%","0%"
"com","new england","id","m-70",0.05,0.03,"0.05%","0.03%"
"com","west south central","ped","p-185",0,0.01,"0%","0.01%"
"com","loosely managed","thor","m-100",0.04,0.02,"0.04%","0.02%"
"com","west north central","ped","p-150",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","ped","p-448",0,0,"0%","0%"
"com","west north central","card","m-52",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","ns","s-1040",0,0,"0%","0%"
"com","middle atlantic","hema","m-331",0.01,0,"0.01%","0%"
"com","new england","gs","s-860",0,0,"0%","0%"
"com","mountain","ped","p-411",0,0,"0%","0%"
"com","east north central","other","pg-pm",0,0,"0%","0%"
"com","east south central","ort","s-705",0,0,"0%","0%"
"com","others","gs","s-990",0,0,"0%","0%"
"com","pacific","ort","s-1131",0,0,"0%","0%"
"com","east south central","ped","p-320",0,0,"0%","0%"
"com","east south central","gs","s-175",0.01,0.01,"0.01%","0.01%"
"com","south atlantic","ob","s-450",0.02,0.01,"0.02%","0.01%"
"com","mountain","thor","m-540",0,0,"0%","0%"
"com","mountain","gs","s-840",0.01,0,"0.01%","0%"
"com","moderately managed","ob","s-650",0.04,0.03,"0.04%","0.03%"
"com","well managed","hns","s-790",0,0,"0%","0%"
"com","west north central","gi","m-570",0.02,0.02,"0.02%","0.02%"
"com","west south central","ob","m-260",0,0,"0%","0%"
"com","new england","thor","pg-rf",0.04,0.04,"0.04%","0.04%"
"com","mountain","ort","s-60",0,0,"0%","0%"
"com","pacific","gs","s-235",0.02,0.02,"0.02%","0.02%"
"com","pacific","ped","p-200",0,0,"0%","0%"
"com","east south central","neo","p-15",0.01,0.01,"0.01%","0.01%"
"com","others","uro","s-890",0,0.02,"0%","0.02%"
"com","well managed","hema","m-35",0.01,0,"0.01%","0%"
"com","weighted national","ort","s-100",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","gs","s-990",0,0,"0%","0%"
"com","middle atlantic","ped","p-390",0.01,0.01,"0.01%","0.01%"
"com","east south central","cv","s-300",0.01,0,"0.01%","0%"
"com","others","gi","m-182",0.01,0.04,"0.01%","0.04%"
"com","west south central","ort","s-421",0,0,"0%","0%"
"com","others","gi","m-570",0.02,0.02,"0.02%","0.02%"
"com","loosely managed","bh","b-009-ip",0,0,"0%","0%"
"com","moderately managed","uro","s-1160",0,0,"0%","0%"
"com","moderately managed","cv","s-152",0,0,"0%","0%"
"com","loosely managed","gs","s-232",0.04,0.05,"0.04%","0.05%"
"com","east south central","ophth","s-1190",0,0,"0%","0%"
"com","west south central","hema","m-331",0.01,0,"0.01%","0%"
"com","mountain","ort","m-63",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ort","mg-md",0.05,0.04,"0.05%","0.04%"
"com","east north central","ob","s-650",0.06,0.03,"0.06%","0.03%"
"com","weighted national","gs","s-365",0.05,0.05,"0.05%","0.05%"
"com","well managed","ped","p-1305",0,0,"0%","0%"
"com","south atlantic","neuro","m-185",0.02,0.02,"0.02%","0.02%"
"com","south atlantic","gs","s-180",0,0,"0%","0%"
"com","west south central","gs","s-505",0,0,"0%","0%"
"com","west south central","bh","b-007-ip",0,0,"0%","0%"
"com","mountain","ort","s-424",0,0,"0%","0%"
"com","west north central","ped","p-112",0.01,0,"0.01%","0%"
"com","west north central","ort","s-1210",0,0,"0%","0%"
"com","others","card","m-197",0.01,0.02,"0.01%","0.02%"
"com","new england","bh","bg-bhg",0.01,0.01,"0.01%","0.01%"
"com","mountain","card","m-334",0,0.01,"0%","0.01%"
"com","weighted national","ob","mg-obd-ob",0.03,0.04,"0.03%","0.04%"
"com","west south central","gi","m-150",0.04,0.02,"0.04%","0.02%"
"com","pacific","unclx","a-hsc",0.01,0.02,"0.01%","0.02%"
"com","west north central","thor","s-868",0,0,"0%","0%"
"com","loosely managed","neph","m-310",0,0,"0%","0%"
"com","east north central","ort","s-82",0,0,"0%","0%"
"com","moderately managed","neo","p-155",0,0,"0%","0%"
"com","mountain","ped","p-202",0,0,"0%","0%"
"com","west north central","ort","s-1124",0,0,"0%","0%"
"com","west south central","ped","p-112",0.01,0,"0.01%","0%"
"com","middle atlantic","ns","s-640",0,0.01,"0%","0.01%"
"com","middle atlantic","card","m-575",0.01,0.01,"0.01%","0.01%"
"com","pacific","ob","s-650",0.04,0.03,"0.04%","0.03%"
"com","loosely managed","ped","p-05",0,0,"0%","0%"
"com","east north central","neuro","m-222",0,0,"0%","0%"
"com","pacific","thor","m-515",0.01,0,"0.01%","0%"
"com","south atlantic","ort","s-110",0,0,"0%","0%"
"com","east north central","neuro","mg-n",0.05,0.04,"0.05%","0.04%"
"com","middle atlantic","card","m-230",0.08,0.07,"0.08%","0.07%"
"com","south atlantic","card","m-40",0.02,0.02,"0.02%","0.02%"
"com","loosely managed","ped","p-100",0,0,"0%","0%"
"com","east north central","neo","p-359",0.01,0,"0.01%","0%"
"com","loosely managed","ped","p-190",0.01,0,"0.01%","0%"
"com","new england","uro","s-960",0.02,0.01,"0.02%","0.01%"
"com","loosely managed","ort","s-830",0,0,"0%","0%"
"com","mountain","ob","m-287",0.01,0.01,"0.01%","0.01%"
"com","well managed","neo","p-48",0,0,"0%","0%"
"com","east north central","gs","s-235",0.03,0.02,"0.03%","0.02%"
"com","east south central","neo","p-48",0,0,"0%","0%"
"com","new england","cv","s-535",0,0,"0%","0%"
"com","weighted national","bh","b-009-ip",0,0,"0%","0%"
"com","south atlantic","cv","s-282",0,0,"0%","0%"
"com","loosely managed","bh","b-007-ip",0,0,"0%","0%"
"com","others","id","mg-sic",0.1,0.06,"0.1%","0.06%"
"com","well managed","gs","s-860",0,0,"0%","0%"
"com","west south central","card","m-575",0.01,0.01,"0.01%","0.01%"
"com","south atlantic","hns","s-940",0,0,"0%","0%"
"com","loosely managed","card","m-190",0.06,0.05,"0.06%","0.05%"
"com","south atlantic","ort","s-1132",0,0,"0%","0%"
"com","well managed","endo","s-930",0,0,"0%","0%"
"com","south atlantic","bh","b-011-ip",0.01,0.01,"0.01%","0.01%"
"com","weighted national","card","m-333",0,0,"0%","0%"
"com","moderately managed","ped","p-360",0,0,"0%","0%"
"com","well managed","thor","mg-pul",0.02,0.02,"0.02%","0.02%"
"com","well managed","uro","sg-us",0.01,0.01,"0.01%","0.01%"
"com","others","gs","s-05",0,0,"0%","0%"
"com","east south central","ort","s-421",0,0,"0%","0%"
"com","loosely managed","ob","s-1181",0.09,0.1,"0.09%","0.1%"
"com","west north central","neo","p-595",0.03,0.05,"0.03%","0.05%"
"com","south atlantic","gs","s-1305",0.02,0.02,"0.02%","0.02%"
"com","new england","gs","s-370",0,0,"0%","0%"
"com","mountain","neuro","m-255",0,0,"0%","0%"
"com","new england","thor","s-1080",0,0.01,"0%","0.01%"
"com","west south central","ped","p-147",0,0,"0%","0%"
"com","new england","unclx","a-esc",0,0,"0%","0%"
"com","west north central","uro","s-960",0.02,0.01,"0.02%","0.01%"
"com","new england","uro","s-1160",0,0,"0%","0%"
"com","east north central","gs","s-180",0,0,"0%","0%"
"com","mountain","bh","b-023-ip",0.01,0,"0.01%","0%"
"com","moderately managed","ped","p-20",0,0.02,"0%","0.02%"
"com","well managed","card","m-190",0.04,0.05,"0.04%","0.05%"
"com","loosely managed","cv","s-1072",0,0,"0%","0%"
"com","weighted national","id","m-70",0.06,0.03,"0.06%","0.03%"
"com","well managed","ort","s-424",0,0,"0%","0%"
"com","moderately managed","neuro","m-305",0,0,"0%","0%"
"com","loosely managed","ort","s-1220",0,0,"0%","0%"
"com","pacific","uro","mg-ud",0.01,0.03,"0.01%","0.03%"
"com","new england","ped","p-90",0,0,"0%","0%"
"com","west north central","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","new england","ped","p-371",0,0,"0%","0%"
"com","loosely managed","neo","p-595",0.03,0.05,"0.03%","0.05%"
"com","pacific","ped","p-320",0,0,"0%","0%"
"com","east south central","gs","s-x30",0,0,"0%","0%"
"com","loosely managed","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","east north central","card","m-40",0.02,0.02,"0.02%","0.02%"
"com","west south central","ob","m-132",0,0,"0%","0%"
"com","weighted national","ped","p-411",0,0,"0%","0%"
"com","new england","ped","p-114",0,0,"0%","0%"
"com","weighted national","bh","b-025-ip",0,0,"0%","0%"
"com","east north central","neuro","m-85",0.01,0.01,"0.01%","0.01%"
"com","south atlantic","ped","p-414",0,0,"0%","0%"
"com","middle atlantic","bh","b-025-ip",0,0,"0%","0%"
"com","west north central","ped","p-190",0.01,0,"0.01%","0%"
"com","mountain","ort","mg-md",0.05,0.04,"0.05%","0.04%"
"com","mountain","ped","p-60",0.01,0.02,"0.01%","0.02%"
"com","new england","ped","p-30",0,0,"0%","0%"
"com","west north central","ped","p-100",0,0,"0%","0%"
"com","well managed","gi","m-182",0.02,0.04,"0.02%","0.04%"
"com","east south central","ped","p-290",0,0,"0%","0%"
"com","mountain","bh","b-009-ip",0,0,"0%","0%"
"com","moderately managed","bh","b-006-ip",0,0,"0%","0%"
"com","south atlantic","ob","s-1181",0.07,0.1,"0.07%","0.1%"
"com","loosely managed","hema","m-87",0.03,0.03,"0.03%","0.03%"
"com","loosely managed","bh","b-005-ip",0,0,"0%","0%"
"com","west south central","ob","s-1181",0.07,0.1,"0.07%","0.1%"
"com","middle atlantic","ns","s-380",0,0,"0%","0%"
"com","east north central","card","m-510",0.02,0.01,"0.02%","0.01%"
"com","pacific","bh","b-021-ip",0,0,"0%","0%"
"com","moderately managed","thor","m-282",0.05,0.03,"0.05%","0.03%"
"com","new england","ob","mg-obd-ob",0.03,0.04,"0.03%","0.04%"
"com","others","ort","s-580",0,0,"0%","0%"
"com","others","ort","s-675",0,0,"0%","0%"
"com","west north central","bh","b-027-ip",0,0,"0%","0%"
"com","east north central","ob","s-450",0.02,0.01,"0.02%","0.01%"
"com","east north central","bh","b-016-ip",0,0.01,"0%","0.01%"
"com","middle atlantic","bh","b-026-ip",0,0,"0%","0%"
"com","well managed","id","m-160",0.14,0.18,"0.14%","0.18%"
"com","pacific","neo","p-155",0,0,"0%","0%"
"com","west north central","ort","s-260",0,0,"0%","0%"
"com","new england","hema","pg-onc",0.08,0.06,"0.08%","0.06%"
"com","well managed","ort","s-530",0,0,"0%","0%"
"com","mountain","card","m-154",0,0,"0%","0%"
"com","well managed","ort","mg-md",0.04,0.04,"0.04%","0.04%"
"com","others","ort","s-810",0,0,"0%","0%"
"com","west north central","gs","s-175",0.01,0.01,"0.01%","0.01%"
"com","middle atlantic","ort","s-680",0,0,"0%","0%"
"com","weighted national","hns","sg-hns",0.03,0.03,"0.03%","0.03%"
"com","moderately managed","ped","p-411",0,0,"0%","0%"
"com","mountain","uro","sg-us",0.01,0.01,"0.01%","0.01%"
"com","east north central","cv","s-950",0,0,"0%","0%"
"com","mountain","ort","s-120",0,0,"0%","0%"
"com","loosely managed","ophth","s-430",0,0,"0%","0%"
"com","east south central","gi","m-550",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","ped","p-950",0,0,"0%","0%"
"com","others","neuro","m-153",0.01,0.02,"0.01%","0.02%"
"com","pacific","bh","b-013-ip",0,0,"0%","0%"
"com","pacific","ort","s-320",0.02,0.04,"0.02%","0.04%"
"com","weighted national","neuro","mg-n",0.05,0.04,"0.05%","0.04%"
"com","pacific","gs","s-175",0.02,0.01,"0.02%","0.01%"
"com","west north central","gs","s-x30",0,0,"0%","0%"
"com","east south central","ort","s-1220",0,0,"0%","0%"
"com","moderately managed","uro","s-910",0,0,"0%","0%"
"com","east north central","ped","p-1300",0,0,"0%","0%"
"com","west north central","cv","s-1072",0,0,"0%","0%"
"com","west south central","neo","p-415",0.04,0.02,"0.04%","0.02%"
"com","loosely managed","unclx","a-apc",0,0,"0%","0%"
"com","mountain","gs","s-170",0,0,"0%","0%"
"com","east south central","gs","s-235",0.03,0.02,"0.03%","0.02%"
"com","pacific","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","ort","s-680",0,0,"0%","0%"
"com","west south central","ped","p-05",0,0,"0%","0%"
"com","well managed","uro","s-210",0,0,"0%","0%"
"com","weighted national","bh","b-007-ip",0,0,"0%","0%"
"com","weighted national","ped","p-371",0,0,"0%","0%"
"com","pacific","gi","m-251",0,0,"0%","0%"
"com","west south central","ort","s-600",0.01,0,"0.01%","0%"
"com","new england","neo","p-48",0,0,"0%","0%"
"com","mountain","gi","m-555",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ob","m-132",0,0,"0%","0%"
"com","others","gs","s-516",0,0.13,"0%","0.13%"
"com","others","neuro","m-83",0.03,0.05,"0.03%","0.05%"
"com","mountain","ns","s-1040",0,0,"0%","0%"
"com","others","ped","p-87",0,0,"0%","0%"
"com","west north central","hema","m-35",0.01,0,"0.01%","0%"
"com","east north central","gi","m-565",0.02,0.01,"0.02%","0.01%"
"com","west north central","neuro","m-78",0.02,0.01,"0.02%","0.01%"
"com","weighted national","thor","sg-ts",0.01,0,"0.01%","0%"
"com","well managed","ob","s-1020",0,0,"0%","0%"
"com","middle atlantic","cv","s-292",0,0,"0%","0%"
"com","west north central","ped","p-330",0.02,0.02,"0.02%","0.02%"
"com","east south central","hns","mg-hnd",0.03,0.02,"0.03%","0.02%"
"com","pacific","ort","s-956",0,0,"0%","0%"
"com","middle atlantic","thor","s-1080",0,0.01,"0%","0.01%"
"com","well managed","bh","b-025-ip",0,0,"0%","0%"
"com","others","id","m-70",0.04,0.03,"0.04%","0.03%"
"com","new england","ped","p-300",0,0,"0%","0%"
"com","west south central","gi","m-250",0.05,0.03,"0.05%","0.03%"
"com","moderately managed","thor","m-60",0.02,0.03,"0.02%","0.03%"
"com","south atlantic","ped","p-375",0,0,"0%","0%"
"com","new england","ort","s-634",0.01,0.02,"0.01%","0.02%"
"com","west south central","gi","m-170",0.05,0.04,"0.05%","0.04%"
"com","weighted national","thor","m-284",0,0,"0%","0%"
"com","well managed","uro","s-910",0,0,"0%","0%"
"com","others","bh","b-021-ip",0,0,"0%","0%"
"com","loosely managed","gi","m-180",0.02,0.02,"0.02%","0.02%"
"com","east north central","ort","s-470",0,0,"0%","0%"
"com","east north central","bh","b-029-ip",0,0,"0%","0%"
"com","others","ped","p-510",0,0,"0%","0%"
"com","loosely managed","bh","b-017-ip",0,0,"0%","0%"
"com","others","card","m-190",0.05,0.05,"0.05%","0.05%"
"com","east north central","ophth","s-1190",0,0,"0%","0%"
"com","pacific","gs","s-232",0.03,0.05,"0.03%","0.05%"
"com","weighted national","ped","p-1305",0,0,"0%","0%"
"com","new england","ped","p-220",0,0,"0%","0%"
"com","east south central","ort","s-72",0,0,"0%","0%"
"com","loosely managed","ort","s-470",0,0,"0%","0%"
"com","weighted national","gs","s-440",0,0,"0%","0%"
"com","west north central","bh","b-012-ip",0,0,"0%","0%"
"com","mountain","id","m-70",0.03,0.03,"0.03%","0.03%"
"com","loosely managed","ped","p-375",0,0,"0%","0%"
"com","west north central","gi","m-182",0.02,0.04,"0.02%","0.04%"
"com","pacific","hema","mg-hem",0.02,0.01,"0.02%","0.01%"
"com","well managed","uro","s-200",0,0,"0%","0%"
"com","well managed","ort","s-830",0,0,"0%","0%"
"com","south atlantic","ort","s-490",0,0,"0%","0%"
"com","west south central","unclx","a-mpc",0,0,"0%","0%"
"com","east south central","id","m-610",0,0,"0%","0%"
"com","others","ped","p-565",0,0,"0%","0%"
"com","west south central","ob","mg-obd-gy",0.01,0.01,"0.01%","0.01%"
"com","mountain","gs","s-370",0,0,"0%","0%"
"com","mountain","ort","s-634",0.03,0.02,"0.03%","0.02%"
"com","east south central","ort","s-956",0,0,"0%","0%"
"com","middle atlantic","gi","m-565",0.02,0.01,"0.02%","0.01%"
"com","new england","ort","s-1230",0,0,"0%","0%"
"com","well managed","ort","s-580",0,0,"0%","0%"
"com","mountain","neo","p-359",0,0,"0%","0%"
"com","well managed","ob","sg-obs",0.01,0.01,"0.01%","0.01%"
"com","pacific","gs","s-x30",0,0,"0%","0%"
"com","west north central","id","m-160",0.17,0.18,"0.17%","0.18%"
"com","west north central","uro","s-872",0.01,0.02,"0.01%","0.02%"
"com","new england","endo","s-22",0,0,"0%","0%"
"com","mountain","id","m-600",0,0,"0%","0%"
"com","south atlantic","unclx","a-hsc",0.01,0.02,"0.01%","0.02%"
"com","weighted national","ort","s-424",0,0,"0%","0%"
"com","pacific","gi","m-123",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ped","p-219",0,0,"0%","0%"
"com","new england","ped","p-260",0,0,"0%","0%"
"com","west south central","thor","m-110",0,0,"0%","0%"
"com","east south central","thor","s-802",0,0.01,"0%","0.01%"
"com","east north central","uro","sg-us",0.01,0.01,"0.01%","0.01%"
"com","pacific","thor","m-110",0,0,"0%","0%"
"com","others","neo","p-358",0.04,0.13,"0.04%","0.13%"
"com","pacific","gi","m-200",0,0,"0%","0%"
"com","well managed","other","mg-vas",0.01,0.01,"0.01%","0.01%"
"com","mountain","ped","p-795",0,0,"0%","0%"
"com","west south central","neuro","m-83",0.06,0.05,"0.06%","0.05%"
"com","new england","neo","p-358",0.12,0.13,"0.12%","0.13%"
"com","new england","ort","s-120",0,0,"0%","0%"
"com","others","ort","s-530",0,0,"0%","0%"
"com","pacific","endo","s-1090",0,0.01,"0%","0.01%"
"com","east north central","ped","p-390",0.01,0.01,"0.01%","0.01%"
"com","others","ort","s-565",0,0,"0%","0%"
"com","well managed","thor","sg-ts",0.01,0,"0.01%","0%"
"com","mountain","ort","s-82",0,0,"0%","0%"
"com","middle atlantic","bh","b-003-ip",0,0,"0%","0%"
"com","east south central","ort","s-760",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","cv","s-950",0,0,"0%","0%"
"com","west north central","gs","s-232",0.04,0.05,"0.04%","0.05%"
"com","others","thor","m-500",0.01,0.01,"0.01%","0.01%"
"com","new england","ped","p-12",0,0,"0%","0%"
"com","pacific","gi","m-565",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","thor","m-515",0.01,0,"0.01%","0%"
"com","others","ped","p-60",0,0.02,"0%","0.02%"
"com","others","hns","s-940",0,0,"0%","0%"
"com","mountain","ped","p-300",0,0,"0%","0%"
"com","well managed","card","m-157",0,0,"0%","0%"
"com","west north central","ped","p-414",0,0,"0%","0%"
"com","west south central","neo","p-265",0.2,0.24,"0.2%","0.24%"
"com","west north central","ort","s-570",0,0,"0%","0%"
"com","west south central","ped","p-432",0,0,"0%","0%"
"com","weighted national","uro","s-210",0,0,"0%","0%"
"com","west north central","gs","s-235",0.03,0.02,"0.03%","0.02%"
"com","west north central","bh","b-028-ip",0,0.01,"0%","0.01%"
"com","others","ob","mg-obd-ob",0.05,0.04,"0.05%","0.04%"
"com","west north central","thor","s-1300",0,0,"0%","0%"
"com","east north central","hema","m-87",0.03,0.03,"0.03%","0.03%"
"com","pacific","bh","b-012-ip",0,0,"0%","0%"
"com","south atlantic","uro","s-890",0.01,0.02,"0.01%","0.02%"
"com","east south central","ped","p-795",0,0,"0%","0%"
"com","east south central","ort","s-600",0.01,0,"0.01%","0%"
"com","mountain","uro","s-200",0,0,"0%","0%"
"com","mountain","gi","m-182",0.02,0.04,"0.02%","0.04%"
"com","weighted national","neo","p-415",0.03,0.02,"0.03%","0.02%"
"com","well managed","id","m-600",0,0,"0%","0%"
"com","east south central","ped","p-443",0,0,"0%","0%"
"com","middle atlantic","neo","p-359",0.01,0,"0.01%","0%"
"com","others","neo","p-48",0,0,"0%","0%"
"com","moderately managed","ort","s-120",0,0,"0%","0%"
"com","east south central","thor","m-540",0.01,0,"0.01%","0%"
"com","well managed","ns","s-414",0,0,"0%","0%"
"com","others","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","east north central","ort","s-1230",0,0,"0%","0%"
"com","south atlantic","gi","m-182",0.03,0.04,"0.03%","0.04%"
"com","mountain","uro","s-210",0,0,"0%","0%"
"com","weighted national","ob","s-665",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ped","p-443",0,0,"0%","0%"
"com","west south central","uro","s-1015",0,0.01,"0%","0.01%"
"com","new england","thor","s-802",0,0.01,"0%","0.01%"
"com","well managed","neo","p-358",0.1,0.13,"0.1%","0.13%"
"com","pacific","card","m-52",0.01,0.01,"0.01%","0.01%"
"com","pacific","ort","s-632",0,0,"0%","0%"
"com","weighted national","uro","s-190",0,0,"0%","0%"
"com","new england","card","m-157",0,0,"0%","0%"
"com","well managed","neuro","m-327",0.02,0.01,"0.02%","0.01%"
"com","west south central","gs","s-1062",0,0,"0%","0%"
"com","weighted national","uro","s-200",0,0,"0%","0%"
"com","east south central","uro","s-1140",0,0,"0%","0%"
"com","weighted national","ped","p-950",0,0,"0%","0%"
"com","new england","neo","p-425",0,0.01,"0%","0.01%"
"com","weighted national","ort","s-530",0,0,"0%","0%"
"com","south atlantic","gi","m-251",0,0,"0%","0%"
"com","loosely managed","ped","p-350",0,0,"0%","0%"
"com","mountain","gs","s-860",0,0,"0%","0%"
"com","well managed","bh","b-026-ip",0,0,"0%","0%"
"com","loosely managed","ped","p-204",0,0,"0%","0%"
"com","south atlantic","ped","p-350",0,0,"0%","0%"
"com","east south central","bh","b-025-ip",0,0,"0%","0%"
"com","pacific","thor","s-868",0,0,"0%","0%"
"com","west north central","ort","s-770",0,0,"0%","0%"
"com","well managed","cv","s-950",0,0,"0%","0%"
"com","south atlantic","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","others","bh","b-028-ip",0,0.01,"0%","0.01%"
"com","new england","gs","s-512",0,0.01,"0%","0.01%"
"com","pacific","hns","s-1000",0,0.01,"0%","0.01%"
"com","south atlantic","gs","s-170",0,0,"0%","0%"
"com","others","ort","s-1056",0,0,"0%","0%"
"com","west south central","uro","s-1150",0,0,"0%","0%"
"com","mountain","ped","p-443",0,0,"0%","0%"
"com","loosely managed","neuro","m-580",0.01,0.02,"0.01%","0.02%"
"com","middle atlantic","card","mg-c",0.03,0.02,"0.03%","0.02%"
"com","east south central","uro","s-1172",0,0,"0%","0%"
"com","west north central","ob","s-650",0.05,0.03,"0.05%","0.03%"
"com","east south central","bh","b-023-ip",0.01,0,"0.01%","0%"
"com","west north central","cv","s-281",0,0,"0%","0%"
"com","loosely managed","gs","s-175",0.01,0.01,"0.01%","0.01%"
"com","west south central","bh","b-020-ip",0.02,0,"0.02%","0%"
"com","mountain","ophth","s-430",0,0,"0%","0%"
"com","middle atlantic","thor","s-868",0,0,"0%","0%"
"com","pacific","ort","s-420",0,0,"0%","0%"
"com","west south central","thor","m-545",0,0.01,"0%","0.01%"
"com","east north central","endo","s-20",0,0,"0%","0%"
"com","east south central","ped","p-448",0,0,"0%","0%"
"com","west south central","ort","s-1132",0,0,"0%","0%"
"com","west north central","unclx","a-nsf",0.01,0.03,"0.01%","0.03%"
"com","moderately managed","card","m-334",0,0.01,"0%","0.01%"
"com","well managed","unclx","a-nsf",0.01,0.03,"0.01%","0.03%"
"com","middle atlantic","ort","s-740",0,0,"0%","0%"
"com","south atlantic","ped","p-330",0.02,0.02,"0.02%","0.02%"
"com","moderately managed","ped","p-290",0,0,"0%","0%"
